Id_juego,Nombre,Desarrollador,Año_lanzamiento,Género
428311,Way of the Samurai 3 - Weapon Set,ACQUIRE Corp.,2016,"['Action', 'Adventure']"
428310,Way of the Samurai 3 - Head and Outfit set,ACQUIRE Corp.,2016,"['Action', 'Adventure']"
433670,Professional Farmer 2017,VIS - Visual Imagination Software,2016,['Simulation']
440090,Heroes of The West,"Tripwire Interactive,Kernow Interactive",2016,['Action']
448470,Bacteria,Sometimes You,2016,"['Casual', 'Indie']"
398890,Zombie Gotchi,SilentFuture,2016,"['Casual', 'Indie', 'Simulation', 'Early Access']"
449400,Bacteria Soundtrack,Sometimes You,2016,"['Casual', 'Indie']"
448760,Bacteria Collector's Edition Content,Sometimes You,2016,"['Casual', 'Indie']"
455490,"Don't Die Dateless, Dummy!",cupholder,2016,"['Adventure', 'Indie', 'Simulation']"
404090,Fallout 4 Season Pass,Bethesda Game Studios,2016,['RPG']
435870,Fallout 4 - Automatron,Bethesda Game Studios,2016,['RPG']
388210,Day of the Tentacle Remastered,Double Fine Productions,2016,['Adventure']
454430,Crystal Chip Collector,Nekomura Games,2014,"['Action', 'Indie']"
418250,Polaris Sector,SoftWarWare,2016,"['Simulation', 'Strategy']"
402430,Out of the Park Baseball 17,Out of the Park Developments,2016,"['Indie', 'Simulation', 'Sports', 'Strategy']"
446780,AMOK,Artem Bondin,2016,"['Action', 'Adventure', 'Indie']"
450790,Tom Clancy's Rainbow Six® Siege - Ruby Weapon Skin,Ubisoft Montreal,2016,['Action']
450120,Capitalism Plus,Enlight Software Limited,1995,"['Simulation', 'Strategy']"
450140,Seven Kingdoms: Ancient Adversaries,Enlight Software Limited,1998,['Strategy']
427510,Way of the Samurai 3,ACQUIRE Corp.,2016,"['Action', 'Adventure']"
436585,Rocksmith® 2014 – Imagine Dragons - “Radioactive,Ubisoft - San Francisco,2016,"['Casual', 'Simulation']"
411750,Brick Inventions,BernhardM,2016,"['Indie', 'Simulation']"
436586,Rocksmith® 2014 – Imagine Dragons - “Demons”,Ubisoft - San Francisco,2016,"['Casual', 'Simulation']"
397090,Wind Child,Valkyria Studios,2016,"['Adventure', 'Casual', 'Indie', 'RPG']"
447850,The Next Door,Labory,2016,"['Adventure', 'Casual', 'Indie']"
436480,Soup: the Game,Dewdrop Games,2016,"['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']"
432180,Discouraged Workers TEEN,YGGDRASIL STUDIO,2015,"['Adventure', 'Indie']"
451130,Khan: Absolute Power,Mirinae,2016,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']"
440020,bit Dungeon+,"KintoGames,Dolores Entertainment",2016,"['Indie', 'RPG']"
453350,Vaccine War,Games For Tutti,2016,"['Action', 'Adventure', 'Indie']"
427970,Heathen Engineering's Terran,Heathen Engineering,2016,"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']"
454670,Piggy Princess,DreamsSoftGames,2016,"['Action', 'Casual', 'Indie']"
455530,Mystic Destinies: Serendipity of Aeons - Shou Epilogue,Aeon Dream Studios,2016,"['Adventure', 'Casual', 'Indie', 'Simulation']"
453740,Spaceman Sparkles 3,tjern,2016,['Action']
432660,Drift Into Eternity Demo,We Are Bots,2016,"['Action', 'Adventure', 'Indie']"
444760,Nexus: The Jupiter Incident Soundtrack,"Mithis Games,THQ Nordic",2016,"['Indie', 'Simulation', 'Strategy']"
455900,VACCINE WAR - Soundtrack,"Games For Tutti,Javier Díaz Ríos",2016,"['Action', 'Adventure', 'Indie']"
431450,Alchemist's Awakening,Osaris Games,2016,"['Action', 'Indie', 'Early Access']"
369280,Hidden Mysteries: Titanic,Gunnar Games,2012,['Casual']
417851,Hyperdimension Neptunia U Difficult Quest,Idea Factory,2016,"['Action', 'RPG']"
387340,Hyperdimension Neptunia U: Action Unleashed,"Idea Factory,Compile Heart,Tamsoft",2016,"['Action', 'RPG']"
417850,Hyperdimension Neptunia U Bonus Quest,"Idea Factory,Compile Heart,Tamsoft",2016,"['Action', 'RPG']"
453390,Dark Parables: The Little Mermaid and the Purple Tide Collector's Edition,"Blue Tea Games,Eipix Entertainment",2016,"['Adventure', 'Casual']"
317530,Congo,The Innocent Devils,2016,"['Action', 'Indie']"
440100,Fall of Gyes,Black Cloud Studios,2016,"['Adventure', 'Casual', 'Indie']"
411510,Sébastien Loeb Rally EVO - Season Pass,Milestone S.r.l.,2016,"['Racing', 'Simulation', 'Sports']"
408690,Sébastien Loeb Rally EVO - Class S The Prototypes,Milestone S.r.l.,2016,"['Racing', 'Simulation', 'Sports']"
449990,Hiragana Pixel Party Original + Extra Soundtracks,Springloaded,2016,"['Casual', 'Indie']"
418190,Helen's Mysterious Castle,Satsu,2016,"['Casual', 'Indie', 'RPG']"
417310,Hiragana Pixel Party,Springloaded,2016,"['Casual', 'Indie']"
451670,War Birds: WW2 Air strike 1942,HGames-ArtWorks,2016,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']"
439710,Big Journey to Home - Collection of Builds,The Light Sword Team,2016,"['Indie', 'RPG', 'Strategy']"
437750,Game Changers,N/D,2016,['Game Development']
448530,Square's Route,Black Death Apps Limited,2016,['Indie']
455470,Heaven Island VR MMO - Paradisac Soundtrack,"Fabio Ferrara,Fabio Mosca,Giulia Airoldi",2016,"['Adventure', 'Indie', 'Massively Multiplayer']"
424830,Bell Ringer,Night Node Software,2016,"['Action', 'Indie']"
406690,Roses and Gems,Pirate-Rob,2016,"['Action', 'Indie', 'Early Access']"
428410,PRiO,DanielDavisGames,2016,"['Action', 'Adventure', 'Indie']"
341270,Samphi,Greeny Games Studio,2016,"['Indie', 'RPG', 'Early Access']"
453510,One Man Is Not No Man,TEN TIULENYA team,2016,"['Action', 'Indie']"
438820,Hyper Box,Pixelated Cupcake,2016,['Indie']
414090,The Warden,"Matteo Cillario,Riccardo Runci,Niccolo' Passeri,Giulia Sorrentino",2016,"['Adventure', 'Indie']"
454010,ASCII Attack Soundtrack,Daisy Maze Games,2016,"['Action', 'Indie']"
370490,ASCII Attack,Daisy Maze Games,2016,"['Action', 'Indie']"
379572,FSX: Steam Edition - Twentynine Palms Airport Add-On,29Palms Scenery Design,2016,['Simulation']
379585,FSX: Steam Edition - Palo Alto Airport Add-On,Cielosim,2016,['Simulation']
441280,Pharaoh Rebirth+,"KROBON station,Den-fami Nico Game Magazine",2016,"['Action', 'Adventure', 'Indie']"
326049,TS Marketplace: YQA Super Tench Wagon Pack,Fastline Simulation,2016,['Simulation']
420850,Cosmic Leap,Michael Hall,2016,"['Action', 'Indie']"
433080,XCOM 2: Anarchy's Children,"Firaxis,Feral Interactive (Mac and Linux)",2016,['Strategy']
443020,Victory and Glory: Napoleon,Electric Games,2016,['Strategy']
451160,Rock 'N' Roll Defense: Soundtrack,NukGames,2016,"['Action', 'Adventure', 'Strategy']"
453260,MechaNika - Original Soundtrack,Mango Protocol,2016,"['Adventure', 'Indie']"
437930,Music Pack - Music for Code EP,Mode 7,2016,"['Indie', 'Strategy']"
445210,Tiny Knight,Convex,2016,"['Adventure', 'Casual', 'Indie']"
448980,The Divergent Series: Allegiant VR,N/D,2016,"Adventure, Casual, Free to Play"
453890,Black Rose,Sir Bedlam Productions,2016,"['Adventure', 'Free to Play', 'Indie']"
428561,ARSLAN - Skill Card Set 2,N/D,2016,['Action']
428560,ARSLAN - Wall Paper Set 3,N/D,2016,['Action']
431191,Dinosaur Hunt - Giant Spiders Hunter Expansion Pack,ANPA.US,2016,"['Action', 'Adventure', 'Indie', 'Simulation']"
428562,ARSLAN - Scenario Set 4,N/D,2016,['Action']
435600,"My Tower, My Home",Shoor Games,2016,"['Action', 'Indie', 'RPG', 'Strategy']"
434944,Dinosaur Hunt - WW2 War Expansion Pack,ANPA.US,2016,"['Action', 'Adventure', 'Indie', 'Simulation']"
449120,Nanobots,Diego Rodrigues,2016,"['Action', 'Casual', 'Indie', 'Strategy']"
434942,Dinosaur Hunt - Brontosaurus Expansion Pack,ANPA.US,2016,"['Action', 'Adventure', 'Indie', 'Simulation']"
453370,The Renegades of Orion 2.0 - Revenge DLC #1,Halisson,2016,"['Action', 'Casual', 'Indie']"
448540,Terror Lab,Nicolas Bernard,2016,"['Adventure', 'Indie']"
436390,Prison Run and Gun,Quantized Bit,2016,"['Action', 'Indie']"
454130,Nil-Ninjahtic: Ronin,Blaze Epic,2016,"['Action', 'Indie']"
453340,Hustle Cat,Date Nighto,2016,"['Casual', 'Indie']"
454450,Hustle Cat - Soundtrack,Date Nighto,2016,"['Casual', 'Indie']"
381161,DGU - Midterm Mania,DSK Studios Pvt. Ltd,2016,"['Action', 'Adventure', 'Indie', 'Strategy']"
381162,DGU - Finals Week,DSK Studios Pvt. Ltd,2016,"['Action', 'Adventure', 'Indie', 'Strategy']"
436050,"METAL GEAR ONLINE ""BATTLE APPEAL PACK""",Konami Digital Entertainment,2016,"['Action', 'Adventure']"
437231,"METAL GEAR ONLINE ""HERO APPEAL PACK""",Konami Digital Entertainment,2016,"['Action', 'Adventure']"
437230,"METAL GEAR ONLINE ""DANCE APPEAL PACK""",Konami Digital Entertainment,2016,"['Action', 'Adventure']"
436040,"METAL GEAR ONLINE ""BASIC APPEAL PACK""",Konami Digital Entertainment,2016,"['Action', 'Adventure']"
420900,Mech Anarchy,Webber Games,2016,"['Action', 'Indie', 'Early Access']"
436030,"METAL GEAR ONLINE EXPANSION PACK ""CLOAKED IN SILENCE""",Konami Digital Entertainment,2016,"['Action', 'Adventure']"
449340,Serafina's Crown,Woodsy Studio,2015,"['Adventure', 'Indie']"
454340,Serafina's Crown - Original Soundtrack,Woodsy Studio,2016,"['Adventure', 'Indie']"
396260,World's Fastest Pizza,Oscar Brittain,2016,"['Action', 'Indie', 'Simulation']"
260990,Odesi Music Composition,Mixed In Key,2016,"['Audio Production', 'Utilities']"
451200,Candlelight,Pixel Maverick Games,2016,"['Action', 'Adventure', 'Indie']"
436579,Rocksmith® 2014 – Collective Soul - “Shine”,Ubisoft - San Francisco,2016,"['Casual', 'Simulation']"
438350,Dynetzzle Extended,Vishnu Vadakke Pariyarath,2016,"['Casual', 'Indie']"
450290,Assault on Arnhem,"Bookmark Games,HexWar Games",2016,['Strategy']
333100,Demesne,"Demesnegame,Composer-Motorin Dmitry (Djinotan)",2016,"['Adventure', 'Indie', 'Simulation', 'Early Access']"
416070,Mars 2030,Advent RPG,2016,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
366010,Generic Space Shooter,LionSword,2016,"['Action', 'Indie']"
429800,Thank You For Playing: Iconic Video Game Magazines,N/D,2016,['N/D']
435030,Lost Lands: Mahjong,FIVE-BN GAMES,2016,"['Adventure', 'Casual', 'Free to Play']"
450100,Chicken Invaders 2 - Christmas Edition,InterAction studios,2016,"['Action', 'Casual', 'Indie']"
370280,Season of 12 Colors,橘子班,2016,"['Adventure', 'Casual', 'Indie']"
449604,Elemental Heroes - Upgrade All Storages to 10th Level,JED GAMES,2016,"['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']"
449605,Elemental Heroes - Fill Resources Storages to 100%,JED GAMES,2016,"['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']"
263980,Out There Somewhere,MiniBoss,2016,"['Action', 'Adventure', 'Indie']"
444970,SPATIAL SOUND CARD,NEW AUDIO TECHNOLOGY,2016,"['Audio Production', 'Utilities']"
451830,One way to exit,"Studio 48,Turykin Nikolay,Varlamov Anton",2016,"['Action', 'Casual', 'Indie']"
450960,Out There Somewhere - Soundtrack,MiniBoss,2016,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']"
449540,There's Poop In My Soup,K Bros Games,2016,"['Casual', 'Indie']"
403260,Alice's Lullaby: Episode 2,Ape Law,2018,"['Action', 'Adventure', 'Indie']"
449570,Space Moth DX Original Soundtrack,1CC Games,2016,"['Action', 'Indie']"
449520,Rush for gold: California,Rainbow Games,2016,"['Casual', 'Strategy']"
452640,Back to Dinosaur Island Part 2,N/D,N/D,"['Simulation', 'Free to Play']"
451350,Tropical Fish Shop 2,Rainbow Games,2012,['Casual']
368570,Beat Da Beat,2 players,2016,['Indie']
437140,"Warhammer 40,000: Armageddon - Golgotha","Flashback Games,The Lordz Games Studio",2016,['Strategy']
443370,The Treasures of Montezuma 5,"Wellore,Alawar Entertainment",2015,['Casual']
420822,FaceRig Trials Fusion DLC,Holotech Studios,2016,"['Animation & Modeling', 'Video Production']"
437420,The Secret Order 3: Ancient Times,Sunward Games,2016,"['Adventure', 'Casual']"
417900,"Upwards, Lonely Robot",Random Layers,2016,"['Adventure', 'Casual', 'Indie']"
440980,Warhammer: End Times - Vermintide Last Stand,Fatshark,2016,"['Action', 'Indie']"
452220,In Search of the Most Dangerous Town on the Internet: Where Cybercrime Goes to Hide,N/D,2016,['N/D']
451730,Rock Paper Scissors Champion - Soundtrack,Wholetone Games,2016,"['Casual', 'Free to Play', 'Sports']"
444740,Cologne,Piotr Młynarczyk,2016,"['Action', 'Indie', 'Racing']"
450830,12 is Better Than 6 Art Book,Ink Stains Games,2016,"['Action', 'Indie']"
447080,Bellflower,N/D,2016,['Action']
320040,Moon Hunters,Kitfox Games,2016,"['Adventure', 'Indie', 'RPG']"
385730,WWE 2K16,"Visual Concepts,Yuke's",2016,"['Simulation', 'Sports']"
345741,Farming Simulator 15 - HOLMER,Giants Software,2016,['Simulation']
448480,Caravanserail,Jerome Bodin,2016,"['Indie', 'Simulation']"
434350,Moon Hunters - Soundtrack,Kitfox Games,2016,"['Adventure', 'Indie', 'RPG']"
314180,Deathsmiles,"CAVE Interactive CO.,LTD.",2016,"['Action', 'Indie']"
441260,Deathsmiles OST,"CAVE Interactive CO.,LTD.",2016,"['Action', 'Indie']"
450480,RPG Maker MV - Deathsmiles Set,"CAVE Interactive CO.,LTD.",2016,"['Design & Illustration', 'Web Publishing']"
453460,Fantasy Grounds - 5E: Fifth Edition Feats,"SmiteWorks USA, LLC",2016,"['Indie', 'RPG', 'Strategy']"
453160,RPG Maker VX Ace - Deathsmiles Set,"CAVE Interactive CO.,LTD.",2016,"['Design & Illustration', 'Web Publishing']"
443000,DUAL GEAR,"Orbital Speed Studio Co.,Ltd.",2018,"['Action', 'Indie', 'Simulation', 'Strategy']"
369990,"Gremlins, Inc.","Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment",2016,"['Indie', 'Strategy']"
405440,Ares Omega,Selenion Games,2016,"['Action', 'Indie', 'RPG']"
325961,Train Simulator: BR Class 58 Loco Add-On,Skyhook Games,2016,['Simulation']
452470,Leviathan: The Last Day of the Decade - Soundtrack,Lostwood,2016,"['Adventure', 'Indie']"
447410,Poly Bridge Soundtrack,Dry Cactus,2016,"['Indie', 'Simulation']"
442890,Magic Potion Explorer,ARTIFACTS,2016,"['Casual', 'Indie', 'RPG', 'Strategy']"
436575,Rocksmith® 2014 – Flyleaf - “I’m So Sick”,Ubisoft - San Francisco,2016,"['Casual', 'Simulation']"
436574,Rocksmith® 2014 – Hole - “Celebrity Skin”,Ubisoft - San Francisco,2016,"['Casual', 'Simulation']"
436573,Rocksmith® 2014 – The Pretty Reckless - Heaven Knows,Ubisoft - San Francisco,2016,"['Casual', 'Simulation']"
436578,Rocksmith® 2014 – Women Who Rock Song Pack,Ubisoft - San Francisco,2016,"['Casual', 'Simulation']"
445690,StarDrive 2: Sector Zero,Zero Sum Games,2016,"['Indie', 'Strategy']"
436910,Jump Tanks Digital Artbook,Mechanical Butterfly Studios,2016,"['Action', 'Indie']"
443690,FortressCraft Evolved: Skin Pack #1,ProjectorGames,2016,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
447870,Shardlight - Bonus Content,Wadjet Eye Games,2016,"['Adventure', 'Indie', 'RPG']"
425630,Jump Tanks Original Soundtrack,Mechanical Butterfly Studios,2016,"['Action', 'Indie']"
296810,Jump Tanks,Mechanical Butterfly Studios,2016,"['Action', 'Indie', 'Early Access']"
386940,Ultimate Chicken Horse,Clever Endeavour Games,2016,"['Action', 'Adventure', 'Casual', 'Indie']"
417462,Tom Clancy's Rainbow Six® Siege - Amethyst Weapon Skin,Ubisoft Montreal,2016,['Action']
253190,Kingdom Wars 2: Battles,Reverie World Studios,2016,"['Indie', 'Simulation', 'Strategy']"
449550,Chicken Invaders 2,InterAction studios,2016,"['Action', 'Casual', 'Indie']"
447440,Into the Stars - Digital Deluxe,Fugitive Games,2016,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']"
360510,Into the Stars,Fugitive Games,2016,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']"
440140,Magnetic,N/D,2016,['N/D']
443770,12 O'Clock Boys,N/D,2014,['Action']
442210,Switchcars,Altfuture,2016,"['Action', 'Indie', 'Racing', 'Early Access']"
324090,Football Club Simulator - FCS 18,FCS - Football Team,2017,"['Simulation', 'Sports', 'Strategy']"
440790,Spellbind : Luppe's tale,Spider Key Games,2016,"['Adventure', 'Casual', 'Indie']"
439950,Frontier,Lacuna Corporation,2016,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
448630,Rabiez: Epidemic,Sekerin Productions,2016,"['Indie', 'Strategy']"
440750,Story of a Cube,TinyAtomGames,2016,"['Action', 'Adventure', 'Indie']"
446080,Story of a Cube Soundtrack,Bocuma,2016,"['Action', 'Adventure', 'Indie']"
425870,Gyrodisc Super League,Valiant Interactive,2016,"['Action', 'Indie', 'Sports', 'Early Access']"
448070,Red Risk,Microblast Games,2016,"['Action', 'Casual', 'Indie', 'Strategy']"
448560,Mind Games,AK Games,2016,['Indie']
450470,Red Risk (Soundtrack),Microblast Games,2016,['Casual']
447310,Paper Train Traffic,isTom Games Kft.,2016,"['Casual', 'Indie', 'Simulation']"
446640,Space Pilgrim Episode IV: Sol,"Pilgrim Adventures,GrabTheGames Studios",2016,"['Adventure', 'Indie']"
448230,AsteroidsHD,NewWorldCoders,2016,"['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']"
312980,Graviteam Tactics: Mius-Front,Graviteam,2016,"['Simulation', 'Strategy']"
451241,MS - 5★ Becky BOX,GameUS Inc,2016,"['Action', 'Casual', 'Indie']"
448150,Mystica: The Ninth Society,Bread Vision Studios LLC.,2016,"['Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
421140,Blades of the Righteous,"Vladimir Slav,Coldwild Games",2016,"['Casual', 'Indie', 'Strategy']"
437070,Warhammer: End Times - Vermintide Schluesselschloss,Fatshark,2016,"['Action', 'Indie']"
415000,GTGD S3 How To Make A Game,GTGD,2016,"['Education', 'Software Training']"
372430,World Defense : A Fragmented Reality Game,Hobbisoft,2016,"['Casual', 'Indie', 'Strategy']"
400650,eMedia Guitar Method,eMedia Music,2016,['Education']
398240,eMedia Interactive Rock Guitar,eMedia Music,2016,"['Audio Production', 'Education']"
436360,Robo's World: The Zarnok Fortress,"Bluish-Green Productions,Throw Away Games",2016,"['Action', 'Indie']"
448830,ASMR Universe,Colossal Wreck,2016,['Utilities']
382420,E.T. Armies,Raspina Studio,2016,['Action']
450730,Endorlight - Soundtrack,Unika Games,2016,"['Adventure', 'Casual', 'Indie']"
449770,Legend of Moros,Cannibal Interactive,2015,"['Indie', 'RPG', 'Strategy']"
449020,The Bottom of the Well,Red Nettle Studio,2016,"['Free to Play', 'RPG']"
428440,Chasing Dead,2020 Venture,2016,"['Action', 'Adventure', 'Indie']"
449940,! That Bastard Is Trying To Steal Our Gold !,WTFOMGames,2016,"['Action', 'Adventure', 'Casual', 'Indie']"
358490,Drip Drip,Thomas Konkol,2016,"['Casual', 'Indie', 'Strategy']"
445840,Undead vs Plants,Peaksel D.O.O. Nis,2016,"['Action', 'Adventure', 'Casual', 'Indie']"
444710,Battle Crust,Picorinne Soft,2016,"['Action', 'Indie']"
351730,On My Own,"Chad Close,Kyle Weik",2016,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
373770,LiEat,△○□× (Miwashiba),2016,"['Indie', 'RPG']"
410370,Huenison,RETREAM,2013,"['Action', 'Casual', 'Indie']"
412080,Sébastien Loeb Rally EVO - Rallycross Pack,Milestone S.r.l.,2016,"['Racing', 'Simulation', 'Sports']"
390680,Spacejacked,Rotten Mage,2016,"['Action', 'Indie']"
405720,Perfect Universe - Play with Gravity,Will Sykes Games,2016,"['Action', 'Indie']"
351700,UnReal World,"Sami Maaranen (creator),Erkka Lehmus (co-designer)",2016,"['Indie', 'RPG', 'Simulation', 'Strategy']"
411460,The Red Solstice Armory Pack,Ironward,2016,"['Action', 'Indie', 'RPG', 'Strategy']"
448100,On My Own - Soundtrack,"Chad Close,Kyle Weik",2016,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
413150,Stardew Valley,ConcernedApe,2016,"['Indie', 'RPG', 'Simulation']"
371660,Far Cry® Primal,Ubisoft,2016,"['Action', 'Adventure']"
424260,Feelings Adrift,Dénis Múrias,2016,['Indie']
376931,Train Simulator: Amtrak® Dash 8-32BWH Loco Add-On,Dovetail Games,2016,['Simulation']
304850,Worlds,Curious Planet,2016,"['Action', 'Adventure', 'Indie']"
325993,Train Simulator: North Somerset Railway Route Add-On,Dovetail Games,2016,['Simulation']
432240,UnderDread,Bigzur Games,2016,"['Adventure', 'Indie']"
334793,Project CARS - US Race Car Pack,Slightly Mad Studios,2016,"['Racing', 'Simulation', 'Sports']"
336130,Shardlight,Wadjet Eye Games,2016,"['Adventure', 'Indie', 'RPG']"
433840,Trulon: The Shadow Engine,Kyy Games,2016,"['Indie', 'RPG', 'Strategy']"
354860,The Adventures of Tree,"NinjaISV,TigerNDV",2015,"['Adventure', 'Indie', 'RPG']"
356500,STAR WARS™ Galactic Battlegrounds Saga,Ensemble Studios,2001,"['Action', 'Strategy']"
421050,Deponia Doomsday,Daedalic Entertainment,2016,"['Adventure', 'Indie']"
441550,STAR WARS™ Rebellion,Coolhand Interactive,1998,['Strategy']
407475,Assassin's Creed Syndicate - The Last Maharaja,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",2016,"['Action', 'Adventure']"
416240,Space Impossible,Happy Polygon,2016,"['Action', 'Adventure', 'Indie', 'Early Access']"
421610,XBlaze Code: Embryo,Arc System Works,2016,['Adventure']
436572,Rocksmith® 2014 – Rocksmith Goes to the Movies,Ubisoft - San Francisco,2016,"['Casual', 'Simulation']"
379575,FSX: Steam Edition - Embraer Phenom 100 Add-On,FeelThere,2016,['Simulation']
450092,Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 1,"SmiteWorks USA, LLC",2016,"['Indie', 'RPG', 'Strategy']"
450090,Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 2,"SmiteWorks USA, LLC",2016,"['Indie', 'RPG', 'Strategy']"
379545,FSX: Steam Edition - Grumman HU-16B Albatross Add-On,Virtavia,2016,['Simulation']
450091,Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 3,"SmiteWorks USA, LLC",2016,"['Indie', 'RPG', 'Strategy']"
450093,Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 4,"SmiteWorks USA, LLC",2016,"['Indie', 'RPG', 'Strategy']"
446510,Armed and Gelatinous,Three Flip Studios,2016,"['Action', 'Indie', 'Strategy']"
450094,Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 5,"SmiteWorks USA, LLC",2016,"['Indie', 'RPG', 'Strategy']"
450095,Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 6,"SmiteWorks USA, LLC",2016,"['Indie', 'RPG', 'Strategy']"
450096,Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 7,"SmiteWorks USA, LLC",2016,"['Indie', 'RPG', 'Strategy']"
450097,Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 8,"SmiteWorks USA, LLC",2016,"['Indie', 'RPG', 'Strategy']"
450098,Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 9,"SmiteWorks USA, LLC",2016,"['Indie', 'RPG', 'Strategy']"
396320,Tank Battle: 1944,HexWar Games,2016,['Strategy']
450099,Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 10,"SmiteWorks USA, LLC",2016,"['Indie', 'RPG', 'Strategy']"
371880,Collider,Binary Cocoa,2016,"['Action', 'Casual', 'Indie']"
412630,Substance for MODO indie,"Allegorithmic,The Foundry",2016,"['Animation & Modeling', 'Design & Illustration']"
447860,Maria the Witch,Naps Team,2016,"['Action', 'Adventure', 'Casual', 'Indie']"
427677,ARSLAN - Wall Paper Set 2,N/D,2016,['Action']
427678,ARSLAN - Skill Card Set 1,N/D,2016,['Action']
427679,ARSLAN - Scenario Set 3,N/D,2016,['Action']
423610,Where's My Mommy?,Exquisite Games,2016,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation']"
446350,Where's My Mommy? - Original Soundtrack,Exquisite Games,2016,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation']"
324310,Bus Simulator 16,stillalive studios,2016,['Simulation']
439450,Party Jousting - Character Pack,vikingfabian.com,2016,"['Casual', 'Free to Play', 'Indie', 'Sports']"
450130,Woodle Tree Adventures - Soundtrack,Fabio Ferrara,2016,"['Action', 'Adventure', 'Indie']"
299460,Woodle Tree Adventures,Fabio Ferrara,2014,"['Action', 'Adventure', 'Indie']"
412490,Yrminsul,Black Flag Studios,2016,"['Indie', 'Strategy']"
424640,Karaski: What Goes Up...,Unbound Creations,2016,"['Action', 'Adventure', 'Indie']"
410290,Acorn Assault: Rodent Revolution,High Tale Studios,2016,"['Casual', 'Indie', 'Strategy']"
355310,Blood Alloy: Reborn,Suppressive Fire Games,2016,"['Action', 'Indie']"
449370,Blood Alloy: Reborn Soundtrack,Suppressive Fire Games,2016,"['Action', 'Indie']"
434980,Onion Force,Queen Bee Games,2016,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
387983,Awesomenauts - Clockwork Yoolip Skin,Ronimo Games,2016,"['Action', 'Indie', 'Strategy']"
399831,Awesomenauts - Skull Chopper Chucho,Ronimo Games,2016,"['Action', 'Indie', 'Strategy']"
425544,Awesomenauts - Sir Jimmy Lionheart,Ronimo Games,2016,"['Action', 'Indie', 'Strategy']"
366580,Fazbear Nightmare,"FBN Team,BDG Studios",N/D,"['Adventure', 'Indie', 'Strategy']"
442220,Iron Madness,Inane Games,2016,"['Action', 'Casual', 'Free to Play', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']"
449050,Rock Paper Scissors Champion,Wholetone Games,2016,"['Casual', 'Free to Play', 'Sports']"
443390,Awesomenauts - The Mind Collection Announcer,Ronimo Games,2016,"['Action', 'Indie', 'Strategy']"
389720,Brawlhalla - Valhalla Pack,Blue Mammoth Games,2015,"['Action', 'Free to Play', 'Indie']"
443460,Star Sky 2 - ブルームーン 2,"Mårten Jonsson,JMJ Interactive",2016,"['Adventure', 'Casual', 'Indie', 'Simulation']"
443760,Coherence,N/D,2014,['N/D']
442830,Party Jousting - Bling Pack,vikingfabian.com,2016,"['Casual', 'Free to Play', 'Indie', 'Sports']"
437900,Party Jousting,vikingfabian.com,2016,"['Casual', 'Free to Play', 'Indie', 'Sports']"
441300,Gunscape - Standard Edition,Blowfish Studios,2016,"['Action', 'Indie']"
444540,ZHEROS (Original Soundtrack),Rimlight Studios,2016,"['Action', 'Indie']"
408860,Dead Stop,Shortbreak Studios s.c.,2016,"['Casual', 'Strategy']"
434230,Fairies vs. Darklings: Arcane Edition,Interama - Interactive Technology,2016,"['Action', 'Casual', 'Indie', 'Strategy']"
